Date,close
2023-11-30,1671.6304931640625
2023-12-01,1684.06640625
2023-12-04,1694.35498046875
2023-12-05,1690.808837890625
2023-12-06,1698.450439453125
2023-12-07,1702.1463623046875
2023-12-08,1708.239501953125
2023-12-11,1700.897705078125
2023-12-12,1704.84326171875
2023-12-13,1682.6680908203125
2023-12-14,1729.0162353515625
2023-12-15,1731.2138671875
2023-12-18,1722.67333984375
2023-12-19,1707.83984375
2023-12-20,1679.0220947265625
2023-12-21,1664.9879150390625
2023-12-22,1670.18212890625
2023-12-26,1643.4619140625
2023-12-27,1667.5848388671875
2023-12-28,1679.32177734375
2023-12-29,1683.916748046875
2024-01-01,1674.5272216796875
2024-01-02,1684.316162109375
2024-01-03,1675.7757568359375
2024-01-04,1700.048583984375
2024-01-05,1707.5902099609375
2024-01-08,1694.4549560546875
2024-01-09,1680.5703125
2024-01-10,1669.9822998046875
2024-01-11,1667.3851318359375
2024-01-12,1650.0545654296875
2024-01-15,1630.576416015625
2024-01-16,1621.686279296875
2024-01-17,1584.3779296875
2024-01-18,1579.383544921875
2024-01-19,1598.7119140625
2024-01-23,1580.7320556640625
2024-01-24,1619.0391845703125
2024-01-25,1628.328857421875
2024-01-29,1635.1212158203125
2024-01-30,1588.773193359375
2024-01-31,1625.4820556640625
2024-02-01,1620.4376220703125
2024-02-02,1649.655029296875
2024-02-05,1613.095947265625
2024-02-06,1595.265869140625
2024-02-07,1594.416748046875
2024-02-08,1568.7955322265625
2024-02-09,1569.1949462890625
2024-02-12,1555.5103759765625
2024-02-13,1566.248291015625
2024-02-14,1577.9351806640625
2024-02-15,1567.646728515625
2024-02-16,1574.139404296875
2024-02-19,1618.340087890625
2024-02-20,1601.059326171875
2024-02-21,1585.177001953125
2024-02-22,1590.7708740234375
2024-02-23,1614.744140625
2024-02-26,1612.49658203125
2024-02-27,1598.8118896484375
2024-02-28,1582.7298583984375
2024-02-29,1592.01953125
2024-03-01,1611.59765625
2024-03-04,1617.490966796875
2024-03-05,1548.7679443359375
2024-03-06,1552.8631591796875
2024-03-07,1581.0318603515625
2024-03-11,1597.013916015625
2024-03-12,1591.769775390625
2024-03-13,1571.392578125
2024-03-14,1561.9530029296875
2024-03-15,1569.6943359375
2024-03-18,1575.2882080078125
2024-03-19,1579.733154296875
2024-03-20,1582.9295654296875
2024-03-21,1600.8096923828125
2024-03-22,1585.7764892578125
2024-03-26,1592.119384765625
2024-03-27,1580.8819580078125
2024-03-28,1642.0135498046875
2024-04-01,1644.1611328125
2024-04-02,1654.699462890625
2024-04-03,1638.5174560546875
2024-04-04,1653.9503173828125
2024-04-05,1676.075439453125
2024-04-08,1687.2630615234375
2024-04-09,1708.4892578125
2024-04-10,1702.1962890625
2024-04-12,1696.75244140625
2024-04-15,1654.9989013671875
2024-04-16,1616.6917724609375
2024-04-18,1592.119384765625
2024-04-19,1617.1912841796875
2024-04-22,1627.629638671875
2024-04-23,1619.2889404296875
2024-04-24,1628.528564453125
2024-04-25,1653.7005615234375
2024-04-26,1595.5655517578125
2024-04-29,1593.867431640625
2024-04-30,1613.19580078125
2024-05-02,1613.645263671875
2024-05-03,1625.4820556640625
2024-05-06,1609.5498046875
2024-05-07,1613.345703125
2024-05-08,1601.2591552734375
2024-05-09,1562.85205078125
2024-05-10,1570.9429931640625
2024-05-13,1578.7843017578125
2024-05-14,1574.6888427734375
2024-05-15,1567.2972412109375
2024-05-16,1594.217041015625
2024-05-17,1582.9796142578125
2024-05-21,1580.7821044921875
2024-05-22,1582.180419921875
2024-05-23,1606.6529541015625
2024-05-24,1599.9105224609375
2024-05-27,1594.017333984375
2024-05-28,1597.863037109375
2024-05-29,1568.1461181640625
2024-05-30,1522.3973388671875
2024-05-31,1526.892333984375
2024-06-03,1574.0396728515625
2024-06-04,1475.649658203125
2024-06-05,1516.0045166015625
2024-06-06,1524.7447509765625
2024-06-07,1565.9486083984375
2024-06-10,1564.0509033203125
2024-06-11,1566.498046875
2024-06-12,1577.3359375
2024-06-13,1588.3236083984375
2024-06-14,1589.9718017578125
2024-06-18,1596.164794921875
2024-06-19,1593.1182861328125
2024-06-20,1584.2281494140625
2024-06-21,1578.131103515625
2024-06-24,1586.8768310546875
2024-06-25,1602.5692138671875
2024-06-26,1599.470703125
2024-06-27,1602.3193359375
2024-06-28,1587.3765869140625
2024-07-01,1579.430419921875
2024-07-02,1578.980712890625
2024-07-03,1593.373779296875
2024-07-04,1584.927734375
2024-07-05,1578.830810546875
2024-07-08,1569.3353271484375
2024-07-09,1580.829833984375
2024-07-10,1581.7794189453125
2024-07-11,1587.0767822265625
2024-07-12,1596.47216796875
2024-07-15,1601.419677734375
2024-07-16,1608.7662353515625
2024-07-18,1650.4459228515625
2024-07-19,1639.4512939453125
2024-07-22,1630.355712890625
2024-07-23,1618.0616455078125
2024-07-24,1578.48095703125
2024-07-25,1571.1844482421875
2024-07-26,1585.6773681640625
2024-07-29,1616.362548828125
2024-07-30,1641.85009765625
2024-07-31,1650.845703125
2024-08-01,1634.00390625
2024-08-02,1622.659423828125
2024-08-05,1566.9365234375
2024-08-06,1563.3382568359375
2024-08-07,1570.634765625
2024-08-08,1539.300048828125
2024-08-09,1559.440185546875
2024-08-12,1558.2408447265625
2024-08-13,1542.598388671875
2024-08-14,1528.4053955078125
2024-08-16,1549.145263671875
2024-08-19,1550.3446044921875
2024-08-20,1601.31982421875
2024-08-21,1620.16064453125
2024-08-22,1624.9083251953125
2024-08-23,1639.1014404296875
2024-08-26,1685.3787841796875
2024-08-27,1718.162841796875
2024-08-28,1712.66552734375
2024-08-29,1754.7950439453125
2024-08-30,1782.1817626953125
2024-09-02,1839.65380859375
2024-09-03,1864.6915283203125
2024-09-04,1870.988525390625
2024-09-05,1864.041748046875
2024-09-06,1856.24560546875
2024-09-09,1859.5439453125
2024-09-10,1823.611572265625
2024-09-11,1832.25732421875
2024-09-12,1853.94677734375
2024-09-13,1893.5274658203125
2024-09-16,1856.6954345703125
2024-09-17,1847.7996826171875
2024-09-18,1887.2803955078125
2024-09-19,1889.4794921875
2024-09-20,1915.8665771484375
2024-09-23,1919.0150146484375
2024-09-24,1903.7225341796875
2024-09-25,1927.5609130859375
2024-09-26,1981.83447265625
2024-09-27,2009.7208251953125
2024-09-30,1972.4390869140625
2024-10-01,1974.2880859375
2024-10-03,1912.46826171875
2024-10-04,1883.63232421875
2024-10-07,1878.3848876953125
2024-10-08,1837.2548828125
2024-10-09,1866.040771484375
2024-10-10,1874.7864990234375
2024-10-11,1875.486328125
2024-10-14,1866.2906494140625
2024-10-15,1853.047119140625
2024-10-16,1861.143310546875
2024-10-17,1814.915771484375
2024-10-18,1819.0137939453125
2024-10-21,1757.543701171875
2024-10-22,1721.7611083984375
2024-10-23,1738.852783203125
2024-10-24,1741.2515869140625
2024-10-25,1706.568603515625
2024-10-28,1729.6072998046875
2024-10-29,1765.839599609375
2024-10-30,1751.5965576171875
2024-10-31,1749.8974609375
2024-11-01,1753.845458984375
2024-11-04,1711.666015625
2024-11-05,1734.8048095703125
2024-11-06,1747.848388671875
2024-11-07,1728.857666015625
2024-11-08,1738.90283203125
2024-11-11,1716.6136474609375
2024-11-12,1690.9261474609375
2024-11-13,1663.639404296875
2024-11-14,1639.00146484375
2024-11-18,1615.2130126953125
2024-11-19,1595.5726318359375
2024-11-21,1568.48583984375
2024-11-22,1600.0704345703125
2024-11-25,1604.1185302734375
2024-11-26,1593.6236572265625
2024-11-27,1599.2708740234375
2024-11-28,1574.2830810546875
2024-11-29,1579.1805419921875
2024-12-02,1595.87255859375
2024-12-03,1606.3173828125
2024-12-04,1627.30712890625
2024-12-05,1643.29931640625
2024-12-06,1634.4036865234375
2024-12-09,1636.2528076171875
2024-12-10,1662.5899658203125
2024-12-11,1685.6787109375
2024-12-12,1678.4822998046875
2024-12-13,1678.8819580078125
2024-12-16,1672.8349609375
2024-12-17,1642.349853515625
2024-12-18,1629.9559326171875
2024-12-19,1588.7760009765625
2024-12-20,1568.8856201171875
2024-12-23,1562.638671875
2024-12-24,1563.7882080078125
2024-12-26,1558.540771484375
2024-12-27,1578.531005859375
2024-12-30,1575.93212890625
2024-12-31,1567.3363037109375
2025-01-01,1575.63232421875
2025-01-02,1699.8218994140625
2025-01-03,1700.2716064453125
2025-01-06,1683.7796630859375
2025-01-07,1681.9305419921875
2025-01-08,1696.173583984375
2025-01-09,1689.4769287109375
2025-01-10,1700.4215087890625
2025-01-13,1673.334716796875
2025-01-14,1712.66552734375
2025-01-15,1670.8359375
2025-01-16,1696.5234375
2025-01-17,1679.83154296875
2025-01-20,1734.35498046875
2025-01-21,1716.163818359375
2025-01-22,1742.451171875
2025-01-23,1745.2996826171875
2025-01-24,1727.858154296875
2025-01-27,1710.7664794921875
2025-01-28,1768.0885009765625
2025-01-29,1789.5281982421875
2025-01-30,1744.35009765625
2025-01-31,1735.2545166015625
2025-02-01,1753.1458740234375
2025-02-03,1793.9759521484375
2025-02-04,1812.366943359375
2025-02-05,1795.875
2025-02-06,1787.1292724609375
2025-02-07,1797.4742431640625
2025-02-10,1791.5272216796875
2025-02-11,1744.000244140625
2025-02-12,1787.828857421875
2025-02-13,1848.3494873046875
2025-02-14,1840.4034423828125
2025-02-17,1893.92724609375
2025-02-18,1892.77783203125
2025-02-19,1874.436767578125
2025-02-20,1880.3338623046875
2025-02-21,1878.434814453125
2025-02-24,1856.8953857421875
2025-02-25,1874.1868896484375
2025-02-27,1924.6123046875
2025-02-28,1871.3883056640625
2025-03-03,1837.65478515625
2025-03-04,1789.42822265625
2025-03-05,1800.922607421875
2025-03-06,1844.55126953125
2025-03-07,1844.4014892578125
2025-03-10,1839.4537353515625
2025-03-11,1804.5208740234375
2025-03-12,1818.56396484375
2025-03-13,1806.56982421875
2025-03-17,1870.6885986328125
2025-03-18,1870.6885986328125
2025-03-19,1841.3529052734375
2025-03-20,1850.9481201171875
2025-03-21,1846.3504638671875
2025-03-24,1893.2276611328125
2025-03-25,1944.1029052734375
2025-03-26,1942.45361328125
2025-03-27,2004.7733154296875
2025-03-28,2006.3724365234375
2025-04-01,1936.1566162109375
2025-04-02,1930.0096435546875
2025-04-03,1919.5147705078125
2025-04-04,1911.3687744140625
2025-04-07,1851.747802734375
2025-04-08,1902.273193359375
2025-04-09,1894.77685546875
2025-04-11,1945.352294921875
2025-04-15,1967.0416259765625
2025-04-16,1968.240966796875
2025-04-17,2034.3089599609375
2025-04-21,2102.4755859375
2025-04-22,2075.988525390625
2025-04-23,2099.777099609375
2025-04-24,2103.974853515625
2025-04-25,2044.50390625
2025-04-28,2048.701904296875
2025-04-29,2065.893310546875
2025-04-30,1950.649658203125
2025-05-02,1965.7421875
2025-05-05,2025.2132568359375
2025-05-06,2034.8087158203125
2025-05-07,2029.3114013671875
2025-05-08,2005.023193359375
2025-05-09,1969.0406494140625
2025-05-12,2049.4013671875
2025-05-13,2017.2171630859375
2025-05-14,2019.4161376953125
2025-05-15,2040.9056396484375
2025-05-16,2032.609619140625
2025-05-19,2037.3074951171875
2025-05-20,2004.12353515625
2025-05-21,2036.3079833984375
2025-05-22,2000.0255126953125
2025-05-23,2035.50830078125
2025-05-26,2051.6005859375
2025-05-27,2028.9114990234375
2025-05-28,2021.4151611328125
2025-05-29,2009.9207763671875
2025-05-30,2016.4176025390625
2025-06-02,2028.011962890625
2025-06-03,1990.9300537109375
2025-06-04,1955.1474609375
2025-06-05,1943.0533447265625
2025-06-06,1989.0308837890625
2025-06-09,2016.4176025390625
2025-06-10,1997.126953125
2025-06-11,2011.9197998046875
2025-06-12,2027.8121337890625
2025-06-13,2010.020751953125
2025-06-16,2027.2122802734375
2025-06-17,2002.324462890625
2025-06-18,1980.4351806640625
2025-06-19,1966.641845703125
2025-06-20,1985.2327880859375
2025-06-23,1996.627197265625
2025-06-24,2008.2215576171875
2025-06-25,2010.8203125
2025-06-26,2052.60009765625
2025-06-27,2044.0
2025-06-30,2056.0
2025-07-01,2053.800048828125
2025-07-02,2007.9000244140625
2025-07-03,1980.699951171875
2025-07-04,1994.4000244140625
2025-07-07,2006.4000244140625
2025-07-08,2018.300048828125
2025-07-09,2026.4000244140625
2025-07-10,2039.4000244140625
2025-07-11,2017.199951171875
2025-07-14,2003.5999755859375
2025-07-15,2036.5
2025-07-16,2036.0
2025-07-17,2026.5
2025-07-18,2029.5999755859375
2025-07-21,2053.89990234375
2025-07-22,2039.5999755859375
2025-07-23,2060.5
2025-07-24,2032.300048828125
2025-07-25,1985.800048828125
2025-07-28,1977.800048828125
2025-07-29,1972.5999755859375
2025-07-30,1959.800048828125
2025-07-31,1948.0
2025-08-01,1916.300048828125
2025-08-04,1933.5999755859375
2025-08-05,1939.4000244140625
2025-08-06,1924.0
2025-08-07,1914.0
2025-08-08,1919.199951171875
2025-08-11,1922.800048828125
2025-08-12,1908.0
2025-08-13,1914.4000244140625
2025-08-14,1925.0999755859375
2025-08-18,1993.5
2025-08-19,1972.199951171875
2025-08-20,1958.5
2025-08-21,1980.0
2025-08-22,1965.9000244140625
2025-08-25,1963.800048828125
2025-08-26,1924.199951171875
2025-08-28,1917.5999755859375
2025-08-29,1913.5
2025-09-01,1943.5
2025-09-02,1955.9000244140625
2025-09-03,1966.0999755859375
2025-09-04,2002.199951171875
2025-09-05,2014.4000244140625
2025-09-08,2008.4000244140625
2025-09-09,2025.300048828125
2025-09-10,2038.199951171875
2025-09-11,2037.800048828125
2025-09-12,2081.5
2025-09-15,2080.0
2025-09-16,2080.300048828125
2025-09-17,2057.0
2025-09-18,2069.199951171875
2025-09-19,2067.300048828125
2025-09-22,2069.5
2025-09-23,2084.39990234375
2025-09-24,2069.199951171875
2025-09-25,2035.5999755859375
2025-09-26,2003.199951171875
2025-09-29,2024.699951171875
2025-09-30,2006.4000244140625
2025-10-01,2007.0
2025-10-03,2000.9000244140625
2025-10-06,2033.199951171875
2025-10-07,2032.5999755859375
2025-10-08,2013.5999755859375
2025-10-09,2014.5999755859375
2025-10-10,2004.300048828125
2025-10-13,2020.4000244140625
2025-10-14,2019.4000244140625
2025-10-15,2084.10009765625
2025-10-16,2090.199951171875
2025-10-17,2083.699951171875
2025-10-20,2139.800048828125
2025-10-21,2169.10009765625
2025-10-23,2176.60009765625
2025-10-24,2159.5
2025-10-27,2170.199951171875
2025-10-28,2140.199951171875
2025-10-29,2137.0
2025-10-30,2114.60009765625
2025-10-31,2088.300048828125
2025-11-03,2081.60009765625
2025-11-04,2073.199951171875
2025-11-06,2063.199951171875
2025-11-07,2102.10009765625
2025-11-10,2118.300048828125
2025-11-11,1989.4000244140625
2025-11-12,2035.5
2025-11-13,2056.199951171875
2025-11-14,2065.800048828125
2025-11-17,2079.60009765625
2025-11-18,2050.199951171875
2025-11-19,2050.199951171875
2025-11-20,2095.60009765625
2025-11-21,2052.39990234375
2025-11-24,2030.800048828125
2025-11-25,2030.199951171875
2025-11-26,2085.10009765625
2025-11-27,2103.199951171875
2025-11-28,2094.0
2025-12-01,2081.800048828125
2025-12-02,2065.89990234375
2025-12-03,2046.0
2025-12-04,2049.199951171875
2025-12-05,2096.5
2025-12-08,2059.199951171875
2025-12-09,2069.5
2025-12-10,2065.800048828125
2025-12-11,2065.800048828125
2025-12-12,2083.10009765625
2025-12-15,2070.5
2025-12-16,2035.199951171875
2025-12-17,2021.199951171875
2025-12-18,2026.300048828125
2025-12-19,2043.800048828125
2025-12-22,2049.800048828125
2025-12-23,2047.5999755859375
2025-12-24,2035.699951171875
2025-12-26,2017.5999755859375
2025-12-29,2012.0999755859375
2025-12-30,2026.4000244140625
2025-12-31,2039.9000244140625
2026-01-01,2037.0
2026-01-02,2038.4000244140625
2026-01-05,2039.199951171875
2026-01-06,2044.5999755859375
2026-01-07,2031.9000244140625
2026-01-08,2008.9000244140625
2026-01-09,1992.4000244140625
2026-01-12,1998.9000244140625
2026-01-13,2011.199951171875
2026-01-14,2000.9000244140625
2026-01-15,2000.9000244140625
2026-01-16,2002.5
2026-01-19,2017.800048828125
2026-01-20,1958.699951171875
2026-01-21,1959.9000244140625
2026-01-22,1993.0999755859375
2026-01-23,1949.0
2026-01-27,1917.699951171875
2026-01-28,1940.300048828125
2026-01-29,1948.0999755859375
2026-01-30,1952.5999755859375
2026-02-02,1930.0999755859375
2026-02-03,2012.699951171875
2026-02-04,2019.5999755859375
2026-02-05,2000.0999755859375
2026-02-06,2024.199951171875
2026-02-09,2024.5999755859375
2026-02-10,2027.9000244140625
2026-02-11,2027.0
2026-02-12,2037.0999755859375
2026-02-13,2023.199951171875
2026-02-16,2050.89990234375
2026-02-17,2044.4000244140625
2026-02-18,2060.60009765625
2026-02-19,2033.199951171875
2026-02-20,2058.5
2026-02-23,2051.60009765625
2026-02-24,2043.300048828125
2026-02-25,2049.300048828125
2026-02-26,2041.300048828125
2026-02-27,1993.4000244140625
2026-03-02,1941.9000244140625
2026-03-04,1889.300048828125
2026-03-05,1911.800048828125
2026-03-06,1868.9000244140625
2026-03-09,1841.5
2026-03-10,1867.800048828125
2026-03-11,1795.300048828125
2026-03-12,1770.800048828125
2026-03-13,1738.0
2026-03-16,1773.9000244140625
2026-03-17,1774.699951171875
2026-03-18,1791.800048828125
2026-03-19,1714.9000244140625
2026-03-20,1710.300048828125
2026-03-23,1675.5
2026-03-24,1704.4000244140625
2026-03-25,1746.199951171875
2026-03-27,1694.699951171875
2026-03-30,1631.800048828125
2026-04-01,1647.0
2026-04-02,1640.699951171875
2026-04-06,1672.300048828125
2026-04-07,1684.4000244140625
2026-04-08,1784.5999755859375
2026-04-09,1767.699951171875
2026-04-10,1809.199951171875
2026-04-13,1788.300048828125
2026-04-15,1825.800048828125
2026-04-16,1829.9000244140625
2026-04-17,1838.9000244140625
2026-04-20,1835.5999755859375
2026-04-21,1851.4000244140625
